topology,label,reference_selector_ms,optimized_selector_ms,selector_speedup,reference_e2e_ms,optimized_e2e_ms,e2e_speedup,e2e_reduction_pct,ksp_ff_e2e_ms,ff_ksp_e2e_ms,optimized_over_ksp,optimized_over_ffksp,ranker_forward_ms_nonempty,ppo_feature_build_ms_nonempty,ranker_feature_build_ms_nonempty
xlron_nsfnet_deeprmsa,NSFNET,10.27721990000767,3.361671266689276,3.0571757571433023,15.044427399465349,8.11880983383162,1.8530335981973887,46.03443774722761,4.1112017334089614,4.08547023262751,1.9748021041768717,1.9872399923496997,0.08377073630832282,1.511655237389101,0.3218405874431534
xlron_usnet_gcnrmsa,USNET,17.933551533264108,3.751602499493553,4.780237654624936,25.66996826673858,11.453544800286181,2.241224766161231,55.38153892022175,6.423651866614819,6.698665766355892,1.7830270130006363,1.709824791947631,0.09550303998100138,1.409631652069859,0.5218880191093607
xlron_jpn48,JPN48,21.81758676711858,4.3798084674053825,4.981402024651414,34.20263166646085,17.080817133401677,2.002400201309885,50.05993310698618,10.659132066861881,10.419895865935056,1.6024585328578618,1.639250272091744,0.11449560879925635,1.8535723213697182,0.6766426411142012
