seed,c_mode,r_mode,method_name,display_name,total,admitted,blocked,blocking_rate,server_overload,overload_rate,no_suitable_block,nsb_rate,other_failure,other_rate,avg_delay_ms,delay_p95_ms,avg_fs,avg_decision_ms,decision_p95_ms,avg_path_length_km,avg_hop_count,ppo_r_agreement,fallback_rate,ranker_top1_in_candidates_rate
5017,ppo_c,ppo_r_top1,ppo_c+ppo_r_top1,PPO-C + PPO-R Top-1,6000,5610,390,0.065,390,0.065,0,0.0,0,0.0,8.714904075855923,16.497050671037446,3.2240641711229947,9.499722799383258,14.127929750247858,757.1279857397504,1.4629233511586452,1.0,0.0,0.0
5018,ppo_c,ppo_r_top1,ppo_c+ppo_r_top1,PPO-C + PPO-R Top-1,6000,5651,349,0.058166666666666665,349,0.058166666666666665,0,0.0,0,0.0,8.582606097311874,16.270473374554467,3.2079278003893115,9.661216512788087,14.384365247678943,760.9665545921076,1.4723057865864448,1.0,0.0,0.0
5019,ppo_c,ppo_r_top1,ppo_c+ppo_r_top1,PPO-C + PPO-R Top-1,6000,5632,368,0.06133333333333333,368,0.06133333333333333,0,0.0,0,0.0,8.74005940884953,16.213177762332105,3.1951349431818183,9.613575977355746,14.163984908373097,754.91796875,1.4477982954545454,1.0,0.0,0.0
5020,ppo_c,ppo_r_top1,ppo_c+ppo_r_top1,PPO-C + PPO-R Top-1,6000,5539,461,0.07683333333333334,461,0.07683333333333334,0,0.0,0,0.0,8.651040166608963,16.21616065775848,3.1666365769994584,9.562772064324236,14.125780850008598,737.4053078172956,1.4332912077992417,1.0,0.0,0.0
5001,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5367,633,0.1055,633,0.1055,0,0.0,0,0.0,8.850724162650605,16.97283731077156,2.3217812558226196,9.15228361079547,13.488739030435683,729.1134712129682,1.3268119992547047,0.17666666666666667,0.0,0.0
5002,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5559,441,0.0735,441,0.0735,0,0.0,0,0.0,8.452669617462512,16.221306795996913,2.298614858787552,9.278668793199662,13.590185643988661,724.6073034718474,1.3095880554056485,0.1405,0.0,0.0
5003,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5547,453,0.0755,453,0.0755,0,0.0,0,0.0,8.621689564866772,16.435725405127,2.302505859022895,9.259586239801138,13.67503096262226,736.1222282314765,1.3226969533080946,0.147,0.0,0.0
5004,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5553,447,0.0745,447,0.0745,0,0.0,0,0.0,8.319799657964209,15.942523631625548,2.3003781739600218,9.155744110248634,13.491971393523272,709.2054745182784,1.293354943273906,0.14783333333333334,0.0,0.0
5005,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5445,555,0.0925,555,0.0925,0,0.0,0,0.0,8.863805302066,16.81939827199576,2.3269054178145088,9.096996596509902,13.304397495812738,745.4626262626263,1.3441689623507804,0.16066666666666668,0.0,0.0
5006,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5259,741,0.1235,741,0.1235,0,0.0,0,0.0,8.846660941199273,17.192696798443183,2.31374786081004,9.094999023456088,13.520997122395784,736.5115040882297,1.3209735691196045,0.18416666666666667,0.0,0.0
5007,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5501,499,0.08316666666666667,499,0.08316666666666667,0,0.0,0,0.0,8.657128112293979,16.42143214190874,2.314124704599164,9.120095431154672,13.3978663594462,734.6300672604981,1.3086711506998727,0.14983333333333335,0.0,0.0
5008,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5571,429,0.0715,429,0.0715,0,0.0,0,0.0,8.424177824919223,16.094896735199935,2.297612636869503,9.12004951146082,13.531417649937794,720.1468318075749,1.3017411595763777,0.14716666666666667,0.0,0.0
5009,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5464,536,0.08933333333333333,536,0.08933333333333333,0,0.0,0,0.0,8.593392116145646,16.661180739174156,2.3001464128843336,9.115802121479646,13.321883260505274,714.5377013177159,1.29300878477306,0.16016666666666668,0.0,0.0
