seed,c_mode,r_mode,method_name,display_name,total,admitted,blocked,blocking_rate,server_overload,overload_rate,no_suitable_block,nsb_rate,other_failure,other_rate,avg_delay_ms,delay_p95_ms,avg_fs,avg_decision_ms,decision_p95_ms,avg_path_length_km,avg_hop_count,ppo_r_agreement,fallback_rate,ranker_top1_in_candidates_rate
5010,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5286,714,0.119,714,0.119,0,0.0,0,0.0,8.73119497236613,16.722719231934047,2.303064699205448,9.019341828189985,13.183961808681488,718.8728717366629,1.2949300037835794,0.18566666666666667,0.0,0.0
5011,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5349,651,0.1085,651,0.1085,0,0.0,0,0.0,8.799983457704228,16.603612369969216,2.320059824266218,9.197312300486374,13.473584939492866,732.5391661992896,1.3202467750981493,0.173,0.0,0.0
5012,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5418,582,0.097,582,0.097,0,0.0,0,0.0,8.86444254302851,16.79755684561415,2.3322259136212624,9.171802716649836,13.428102633042727,746.7615356220008,1.3383167220376522,0.1665,0.0,0.0
5013,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5344,656,0.10933333333333334,656,0.10933333333333334,0,0.0,0,0.0,8.872566680469006,16.682537522963898,2.3255988023952097,8.772603988055684,13.032775791361928,755.1358532934132,1.348428143712575,0.17116666666666666,0.0,0.0
5014,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5465,535,0.08916666666666667,535,0.08916666666666667,0,0.0,0,0.0,8.61524957254925,16.333646434813005,2.3145471180237878,8.853941104573702,13.256987751810811,719.832021957914,1.303751143641354,0.15533333333333332,0.0,0.0
5015,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5436,564,0.094,564,0.094,0,0.0,0,0.0,8.635544629128082,16.52820719385337,2.3256070640176603,8.83370593879954,13.270594690402504,716.1758646063282,1.3149374540103016,0.15716666666666668,0.0,0.0
5016,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5493,507,0.0845,507,0.0845,0,0.0,0,0.0,8.441659642128561,16.36596105839139,2.302931003094848,8.814870071320911,13.162341300630942,716.3251410886583,1.3231385399599491,0.16133333333333333,0.0,0.0
5017,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5526,474,0.079,474,0.079,0,0.0,0,0.0,8.653006303771013,16.080421397153,2.32338038364097,9.259054949497417,13.747826722101308,736.3195801664857,1.3300760043431052,0.14783333333333334,0.0,0.0
5018,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5536,464,0.07733333333333334,464,0.07733333333333334,0,0.0,0,0.0,8.721150716324312,16.502703317106764,2.3236994219653178,9.394537842696687,13.782146001176443,759.8222543352601,1.3533236994219653,0.14016666666666666,0.0,0.0
5019,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5453,547,0.09116666666666666,546,0.091,0,0.0,1,0.00016666666666666666,8.951324324615326,16.82290590690416,2.32385842655419,9.194215861692404,13.438726017193403,760.839537869063,1.3537502292316157,0.15833333333333333,0.0,0.0
5020,ppo_c,ksp_ff_highest,ppo_c+ksp_ff_highest,PPO-C + KSP-FF K=50 hops,6000,5349,651,0.1085,650,0.10833333333333334,1,0.00016666666666666666,0,0.0,8.957723070792385,16.681664468818084,2.30790802019069,9.175297315101488,13.479537468811033,758.2370536548888,1.3495980557113478,0.16916666666666666,0.0,0.0
5001,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5632,368,0.06133333333333333,368,0.06133333333333333,0,0.0,0,0.0,9.460882057058638,16.847380603028686,3.108487215909091,18.457383746649914,28.433740702166688,843.4879261363636,1.7844460227272727,0.0985,0.06133333333333333,0.9386666666666666
5002,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5665,335,0.05583333333333333,335,0.05583333333333333,0,0.0,0,0.0,9.398905574584527,16.73301176894606,3.1232127096204767,18.286149189356365,27.654378843726594,843.4160635481023,1.7899382171226832,0.10366666666666667,0.05583333333333333,0.9441666666666667
5003,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5650,350,0.058333333333333334,350,0.058333333333333334,0,0.0,0,0.0,9.50695227840639,17.079212779968458,3.1001769911504424,18.381066817533185,28.412346469121985,853.9950442477876,1.815929203539823,0.104,0.058333333333333334,0.9416666666666667
5004,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5694,306,0.051,306,0.051,0,0.0,0,0.0,9.228203306818253,16.535722140927422,3.1073059360730593,18.41905183098667,28.197841810469985,818.1176677204074,1.7574639971900246,0.0985,0.051,0.949
5005,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5558,442,0.07366666666666667,442,0.07366666666666667,0,0.0,0,0.0,9.759793399335422,17.19584336871921,3.1567110471392588,18.44124278128341,27.989076248195488,854.3616408780136,1.8321338611011155,0.117,0.07366666666666667,0.9263333333333333
5006,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5442,558,0.093,558,0.093,0,0.0,0,0.0,9.87587115982608,17.181663965541254,3.1611539875045938,18.210987512371503,28.01851333642844,863.1051084160235,1.8432561558250644,0.133,0.093,0.907
5007,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5616,384,0.064,384,0.064,0,0.0,0,0.0,9.73983453311223,16.888849539743028,3.176103988603989,18.615428195519296,27.977581282902975,866.5381054131054,1.850605413105413,0.112,0.064,0.936
5008,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5684,316,0.05266666666666667,316,0.05266666666666667,0,0.0,0,0.0,9.307413848497614,16.50608720320392,3.1036242083040113,18.660617726806475,28.14077690563863,823.1639690358902,1.7733990147783252,0.10216666666666667,0.05266666666666667,0.9473333333333334
5009,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5689,311,0.051833333333333335,310,0.051666666666666666,1,0.00016666666666666666,0,0.0,9.519027364442357,17.05000825345695,3.1422042538231674,18.329250257088763,27.68777739838697,840.7351028300228,1.7830901740200387,0.095,0.051833333333333335,0.9481666666666667
5010,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5394,606,0.101,606,0.101,0,0.0,0,0.0,9.832343761884239,17.50056342912332,3.14293659621802,17.897288097810815,27.52572124445578,855.1171672228402,1.825546903967371,0.14866666666666667,0.101,0.899
5011,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5537,463,0.07716666666666666,463,0.07716666666666666,0,0.0,0,0.0,9.499868082945898,16.708071220666714,3.151164890735055,18.192175496786756,27.93963625881588,839.7009210763952,1.785623984106917,0.12033333333333333,0.07716666666666666,0.9228333333333333
5012,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5502,498,0.083,498,0.083,0,0.0,0,0.0,9.838469639028586,16.999311630793933,3.1639403853144312,18.231866290661856,27.746157512592617,858.6924754634679,1.8331515812431842,0.1275,0.083,0.917
5013,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5505,495,0.0825,495,0.0825,0,0.0,0,0.0,9.763807737755629,17.483640290485503,3.178201634877384,17.282614119447924,26.780452365346722,859.6792007266122,1.8034514078110808,0.12616666666666668,0.0825,0.9175
5014,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5572,428,0.07133333333333333,428,0.07133333333333333,0,0.0,0,0.0,9.741923255107029,16.87876598484627,3.171213208901651,18.048682429924764,27.410228808003012,862.2455132806891,1.8494256999282126,0.11183333333333334,0.07133333333333333,0.9286666666666666
5015,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5640,360,0.06,360,0.06,0,0.0,0,0.0,9.573874346328674,17.01400984208259,3.150177304964539,17.895052500229212,27.390090585686266,837.713475177305,1.7911347517730496,0.1055,0.06,0.94
5016,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5626,374,0.06233333333333333,374,0.06233333333333333,0,0.0,0,0.0,9.573133132314286,16.893144982390425,3.142552435122645,18.014337174332468,27.376115716469943,854.4386775684322,1.8144329896907216,0.10216666666666667,0.06233333333333333,0.9376666666666666
5017,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5589,411,0.0685,411,0.0685,0,0.0,0,0.0,9.495531002481545,16.702187826945607,3.143138307389515,18.434456295707303,28.252445289399475,838.4337090713902,1.7817140812309895,0.11066666666666666,0.0685,0.9315
5018,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5634,366,0.061,366,0.061,0,0.0,0,0.0,9.6057597462105,16.78417833957725,3.142705005324814,18.71287357454518,28.509306538035165,857.9503017394392,1.8391906283280086,0.105,0.061,0.939
5019,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5676,324,0.054,324,0.054,0,0.0,0,0.0,9.579782319751027,16.71384328465339,3.1534531360112754,18.605244297281995,28.114550077589232,857.6134601832276,1.8255813953488371,0.09633333333333334,0.054,0.946
5020,ppo_c,strict_v13,ppo_c+strict_v13,PPO-C + Strict v1.3,6000,5543,457,0.07616666666666666,457,0.07616666666666666,0,0.0,0,0.0,9.576219987886633,16.86798002746608,3.1232184737506765,18.49525111782229,28.638052807946224,841.2675446509111,1.8011906909615731,0.1135,0.07616666666666666,0.9238333333333333
5001,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5746,254,0.042333333333333334,254,0.042333333333333334,0,0.0,0,0.0,8.436564238799516,14.950081831451959,3.0965889314305604,10.555611308775648,13.727625214960426,751.6773407587888,1.5321963104768535,1.0,0.0,0.0
5002,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5670,330,0.055,330,0.055,0,0.0,0,0.0,8.455180594573159,15.22864391430328,3.128042328042328,10.459367406205274,13.588896216242574,748.9248677248677,1.520458553791887,1.0,0.0,0.0
5003,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5638,362,0.060333333333333336,362,0.060333333333333336,0,0.0,0,0.0,8.541687250690176,15.544017720765236,3.0673997871585668,10.521488599290024,13.868090766482057,761.5838949982264,1.5257183398368215,1.0,0.0,0.0
5004,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5673,327,0.0545,327,0.0545,0,0.0,0,0.0,8.435522169990378,15.297838153287673,3.100652212233386,10.484960630608839,13.726928335381674,743.9481755684823,1.5309360126916975,1.0,0.0,0.0
5005,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5618,382,0.06366666666666666,382,0.06366666666666666,0,0.0,0,0.0,8.705838979304872,15.58573659968499,3.114631541473834,10.951872740940113,14.997693146870006,768.6400854396583,1.5290138839444642,1.0,0.0,0.0
5006,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5467,533,0.08883333333333333,533,0.08883333333333333,0,0.0,0,0.0,8.986498362775373,16.1964199410891,3.168099506127675,10.814089788909769,14.885446001426317,770.8432412657764,1.525333821108469,1.0,0.0,0.0
5007,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5584,416,0.06933333333333333,416,0.06933333333333333,0,0.0,0,0.0,8.719067092882343,15.73880985300097,3.106554441260745,10.425946428489018,13.815993256866932,752.0995702005731,1.510028653295129,1.0,0.0,0.0
5008,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5689,311,0.051833333333333335,311,0.051833333333333335,0,0.0,0,0.0,8.5265422663953,15.339180383897688,3.0810335735630163,10.70677985457102,14.228358186664991,755.658287924064,1.5262787836175076,1.0,0.0,0.0
5009,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5698,302,0.050333333333333334,302,0.050333333333333334,0,0.0,0,0.0,8.646870326826688,15.732519615960193,3.083011583011583,10.548548626281748,13.70980704377871,756.4570024570024,1.5224640224640225,1.0,0.0,0.0
5010,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5466,534,0.089,534,0.089,0,0.0,0,0.0,8.833494504677876,16.052733422128583,3.0863519941456277,10.31134198436727,13.757203801651485,756.8035126234906,1.5298207098426637,1.0,0.0,0.0
5011,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5534,466,0.07766666666666666,466,0.07766666666666666,0,0.0,0,0.0,8.655434304863956,15.553493194877737,3.1451029996385977,10.502202322100251,13.76164548128145,753.6704011564872,1.5081315504156125,1.0,0.0,0.0
5012,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5497,503,0.08383333333333333,503,0.08383333333333333,0,0.0,0,0.0,8.926361466729189,16.0830737353611,3.0904129525195563,10.438578825327568,13.897527147491928,754.4748044387848,1.52464980898672,1.0,0.0,0.0
5013,df_c,ppo_r_top1,df_c+ppo_r_top1,DF_C + PPO-R Top-1,6000,5598,402,0.067,402,0.067,0,0.0,0,0.0,8.692679021240215,15.797514002634042,3.1445158985351913,10.400358254885456,13.552841755154079,763.1975705609146,1.5144694533762058,1.0,0.0,0.0
