seed,total,blocked,blocking_rate,r_no_valid_rate,avg_fs,avg_path_km,avg_hops,avg_block_start,avg_block_waste
5001,6000,323,0.05383333333333333,0.05383333333333333,2.054254007398274,832.9931301743878,1.4419587810463272,8.283776642592919,0.48410333098502506
5002,6000,340,0.056666666666666664,0.056666666666666664,2.0558303886925797,833.2650176678445,1.454416961130742,8.25530035335689,0.47905850679853773
5003,6000,316,0.05266666666666667,0.05266666666666667,2.0503166783954963,825.0679099225897,1.4451090781140041,7.924173117522871,0.4728298040731037
5004,6000,350,0.058333333333333334,0.058333333333333334,2.0527433628318583,833.2499115044247,1.4506194690265486,8.153805309734514,0.47912890568173505
5005,6000,349,0.058166666666666665,0.058166666666666665,2.052203149884976,830.5453901964254,1.4577950805167228,8.310033622367722,0.47736182581279263
