topology,seed,arm,k_paths,blocked,blocking,selector_mean_ms,selector_p50_ms,selector_p95_ms,selector_p99_ms,end_to_end_ms,route_init_s,selector_init_s,env_init_s,ksp_ff_backend,shadow_row_backend,legal_start_backend
xlron_usnet_gcnrmsa,23007,opp_only,50,873,0.0873,0.1267698522106829,0.10683306027203798,0.228829524712637,0.36575461621396244,0.14461955249267208,1.6289092380320653,0.23590595391578972,0.03285001800395548,,,python
xlron_usnet_gcnrmsa,23008,ksp_ff_k5,5,1106,0.1106,0.013813272563063285,0.010099029168486595,0.03466953639872367,0.06858015200123191,0.02665949944110418,0.11365024698898196,0.007824916043318808,0.03245741396676749,python_bitparallel_early_exit,,
xlron_usnet_gcnrmsa,23008,ksp_ff_k50,50,842,0.0842,0.01872340040493079,0.010500079952180386,0.06409260095097123,0.09550197049975397,0.031035276426171713,1.5818974809953943,0.06823979003820568,0.03156374907121062,python_bitparallel_early_exit,,
xlron_usnet_gcnrmsa,23008,ksp_bf_k50,50,789,0.0789,0.03669128203976222,0.006101967301219702,0.25720188277773554,0.3804025810677558,0.05048842721788043,1.5965506579959765,1.3129319995641708e-06,0.031652951962314546,,,
xlron_usnet_gcnrmsa,23008,full_direct,50,758,0.0758,0.35016582649074157,0.3249819856137037,0.6263741466682403,0.8859677228610972,0.3708762322044508,1.6180145120015368,0.6078822580166161,0.03236292791552842,,python,python
xlron_usnet_gcnrmsa,23008,opp_only,50,763,0.0763,0.12172785890288651,0.10593596380203962,0.21204505464993414,0.30711240251548594,0.13891592614395035,1.6185603010235354,0.2490716869942844,0.033553057932294905,,,python
xlron_usnet_gcnrmsa,23009,ksp_ff_k5,5,1043,0.1043,0.01282597684555433,0.010258983820676804,0.02233306295238434,0.04981470061466099,0.024819659915837376,0.11093712190631777,0.007239014026708901,0.03432543505914509,python_bitparallel_early_exit,,
xlron_usnet_gcnrmsa,23009,ksp_ff_k50,50,781,0.0781,0.020251088373532348,0.01119193620979786,0.06575659499503671,0.10446836706250907,0.03405981261113828,1.6095825990196317,0.08011177903972566,0.03156040399335325,python_bitparallel_early_exit,,
xlron_usnet_gcnrmsa,23009,ksp_bf_k50,50,733,0.0733,0.033507723520001906,0.005760928615927696,0.2533959748689083,0.31225093523971753,0.04684135001364418,1.8082397000398487,1.5629921108484268e-06,0.03395710210315883,,,
xlron_usnet_gcnrmsa,23009,full_direct,50,693,0.0693,0.3710168801375072,0.34090294502675533,0.6743809266481549,0.9901321271900089,0.39346955180041154,1.6293335569789633,0.5388029040768743,0.0328059489838779,,python,python
xlron_usnet_gcnrmsa,23009,opp_only,50,690,0.069,0.12979648727923632,0.1092824968509376,0.2287450013682246,0.3418880910612645,0.14805391184265979,1.6882338980212808,0.21979807305615395,0.03260684700217098,,,python
xlron_usnet_gcnrmsa,23010,ksp_ff_k5,5,1185,0.1185,0.011911609866233035,0.009859097190201283,0.01949700526893139,0.04748268984258181,0.023089633873579176,0.10101690399460495,0.007128515979275107,0.050044771982356906,python_bitparallel_early_exit,,
xlron_usnet_gcnrmsa,23010,ksp_ff_k50,50,945,0.0945,0.02210532289675691,0.0119420001283288,0.06889097858220339,0.10985827539116155,0.036162463101473724,1.6160216730786487,0.07710418105125427,0.03123678406700492,python_bitparallel_early_exit,,
xlron_usnet_gcnrmsa,23010,ksp_bf_k50,50,890,0.089,0.04205466862979599,0.00681303208693862,0.2677205426152795,0.41565255844034305,0.057109420664015816,1.6356051659677178,1.7029233276844025e-06,0.037173086078837514,,,
xlron_usnet_gcnrmsa,23010,full_direct,50,843,0.0843,0.35257798384621064,0.32605952583253384,0.6390087539330125,0.9256575501058252,0.3736621559682218,1.6329825980355963,0.5317850110586733,0.03480572905391455,,python,python
xlron_usnet_gcnrmsa,23010,opp_only,50,850,0.085,0.12658291224347934,0.10459352051839232,0.22507819812744834,0.40424601291306334,0.1441725859503177,1.6333750860067084,0.21186853398103267,0.03187736100517213,,,python
xlron_jpn48,23001,ksp_ff_k5,5,1231,0.1231,0.014891289216889576,0.012233969755470753,0.026231503579765537,0.05136780557222666,0.028701930116354066,1.3469930570572615,0.054881284944713116,0.03498132398817688,python_bitparallel_early_exit,,
xlron_jpn48,23001,ksp_ff_k50,50,897,0.0897,0.025353582702915777,0.013625016435980797,0.08503252174705266,0.13745041214860995,0.04177588534499095,15.6334025709657,0.3334160860395059,0.030812924029305577,python_bitparallel_early_exit,,
xlron_jpn48,23001,ksp_bf_k50,50,889,0.0889,0.05592646200040524,0.008085975423455238,0.38984165294095874,0.583780707092956,0.07398911160205236,15.780619788914919,1.443084329366684e-06,0.03307282691821456,,,
xlron_jpn48,23001,full_direct,50,775,0.0775,0.46056779843374074,0.4268804914318025,0.8432337664999064,1.208946815459058,0.48529478489548306,15.231791822006926,4.45644875895232,0.06366426195017993,,python,python
xlron_jpn48,23001,opp_only,50,770,0.077,0.13477633817290718,0.11678197188302875,0.23111823247745628,0.38653284078463973,0.1550774904793467,16.640999555005692,1.51800489902962,0.031037000007927418,,,python
xlron_jpn48,23002,ksp_ff_k5,5,1126,0.1126,0.015930892709134652,0.012403936125338078,0.031189946457743627,0.06167935440316802,0.030649638512510468,1.372337840963155,0.037631425890140235,0.03284961893223226,python_bitparallel_early_exit,,
xlron_jpn48,23002,ksp_ff_k50,50,792,0.0792,0.023060529312880877,0.013049517292529345,0.0811760139185935,0.12226324062794472,0.03851909260265529,15.791477752965875,0.3372516050003469,0.0350477920146659,python_bitparallel_early_exit,,
xlron_jpn48,23002,ksp_bf_k50,50,826,0.0826,0.052001594470559874,0.00764400465413928,0.37634830805473024,0.5210070894099775,0.06930528081614863,15.49614325701259,1.2919772416353226e-06,0.032514376915059984,,,
xlron_jpn48,23002,full_direct,50,667,0.0667,0.47176692107777024,0.4364534979686141,0.8713061222806567,1.2659451074432602,0.49733092806259677,15.722532216925174,4.475253013079055,0.03269036393612623,,python,python
xlron_jpn48,23002,opp_only,50,704,0.0704,0.13835568687963215,0.11991249630227685,0.2403100603260098,0.3653930115979167,0.1593499444530938,15.747221498051658,1.4814086690312251,0.03248675598297268,,,python
xlron_jpn48,23003,ksp_ff_k5,5,1147,0.1147,0.015686829161660917,0.012362957932054996,0.030102970777079376,0.05759145133197311,0.030110163931650193,1.395996980019845,0.03722486400511116,0.03248037106823176,python_bitparallel_early_exit,,
xlron_jpn48,23003,ksp_ff_k50,50,819,0.0819,0.023861309301785448,0.013394979760050774,0.082718045450747,0.12380291591398436,0.03960204272615639,15.483597754035145,0.3252143809804693,0.034210225101560354,python_bitparallel_early_exit,,
xlron_jpn48,23003,ksp_bf_k50,50,795,0.0795,0.06945580543569205,0.01064554089680314,0.45387605787254776,0.7136835053097458,0.09434957904952833,17.746928427019157,2.1139858290553093e-06,0.03162084799259901,,,
xlron_jpn48,23003,full_direct,50,677,0.0677,0.6259796787370843,0.5407065036706626,1.2740411970298724,2.099823089083657,0.6600612784862857,19.905852025956847,5.294727060012519,0.04338943201582879,,python,python
