topology,seed,arm,k_paths,blocked,blocking,selector_mean_ms,selector_p50_ms,selector_p95_ms,selector_p99_ms,end_to_end_ms,route_init_s,selector_init_s,env_init_s,ksp_ff_backend,shadow_row_backend,legal_start_backend
xlron_jpn48,23003,opp_only,50,688,0.0688,0.15655194929885594,0.13338797725737095,0.2864740090444684,0.48155901720747374,0.180323959518732,18.633506963029504,1.5077837010612711,0.039112339029088616,,,python
xlron_jpn48,23004,ksp_ff_k5,5,1158,0.1158,0.018943655569191007,0.013805925846099854,0.038007082184776594,0.06977290962822738,0.036544485885480586,1.48701960593462,0.06536486698314548,0.036175601999275386,python_bitparallel_early_exit,,
xlron_jpn48,23004,ksp_ff_k50,50,868,0.0868,0.02617876403118399,0.013976008631289005,0.08558445842936632,0.13463927549310034,0.04323887706480243,17.543282339000143,0.36967070400714874,0.03581823909189552,python_bitparallel_early_exit,,
xlron_jpn48,23004,ksp_bf_k50,50,866,0.0866,0.05831218781796369,0.008391041774302721,0.3934284788556397,0.6031078926753259,0.07664346821944822,17.835777636035345,1.5029218047857285e-06,0.0361472429940477,,,
xlron_jpn48,23004,full_direct,50,751,0.0751,0.5189430343982001,0.4696870455518365,1.0155139549169687,1.4970045152585958,0.5469641877465289,17.80857873999048,4.819894212996587,0.03242624690756202,,python,python
xlron_jpn48,23004,opp_only,50,749,0.0749,0.19665368760681964,0.16474747098982334,0.3584754420444367,0.7679469569120587,0.2264344135341658,17.572140422067605,1.5752038429491222,0.036098050069995224,,,python
xlron_jpn48,23005,ksp_ff_k5,5,1131,0.1131,0.017275773909535597,0.013555982150137424,0.03606695099733758,0.06095618358813227,0.033199414272199974,1.7128383469535038,0.0382182199973613,0.031557162990793586,python_bitparallel_early_exit,,
xlron_jpn48,23005,ksp_ff_k50,50,817,0.0817,0.031246428229761397,0.018895952962338924,0.10569164296612141,0.15405577723868197,0.051894891943613235,18.301107581006363,0.43113587610423565,0.03417343494948,python_bitparallel_early_exit,,
xlron_jpn48,23005,ksp_bf_k50,50,821,0.0821,0.06259112532081253,0.009548035450279713,0.42776559712365203,0.6771590013522656,0.08301894791127945,18.234816258074716,1.5629921108484268e-06,0.04226107196882367,,,
xlron_jpn48,23005,full_direct,50,695,0.0695,0.5096493984509091,0.4645069711841643,0.9610099950805305,1.4011012739501896,0.5371104583609849,16.86567940399982,4.724622317007743,0.038710874039679766,,python,python
xlron_jpn48,23005,opp_only,50,700,0.07,0.15125241945497692,0.12682599481195211,0.2713495690841227,0.451009642565623,0.1741404861571606,16.905158848967403,1.571408959920518,0.04176386701874435,,,python
xlron_jpn48,23006,ksp_ff_k5,5,1077,0.1077,0.017470920797098766,0.014037010259926319,0.03338552778586742,0.05841332254931336,0.033730524221689186,1.482287297025323,0.04122387699317187,0.05798517807852477,python_bitparallel_early_exit,,
xlron_jpn48,23006,ksp_ff_k50,50,769,0.0769,0.026445670519024134,0.015298952348530293,0.0875464524142444,0.14058068278245636,0.04437575932719152,16.451494347071275,0.3797970950836316,0.03571603505406529,python_bitparallel_early_exit,,
xlron_jpn48,23006,ksp_bf_k50,50,758,0.0758,0.053649712576192214,0.008851522579789162,0.39230049587786175,0.6062020070385188,0.07260101872750303,17.126124099013396,1.5030382201075554e-06,0.03580588602926582,,,
xlron_jpn48,23006,full_direct,50,668,0.0668,0.5185503074370155,0.4664460429921746,0.9960375376977025,1.3775304669979973,0.5465550383510576,17.20445786206983,4.909623025916517,0.034199596964754164,,python,python
xlron_jpn48,23006,opp_only,50,652,0.0652,0.16527482849249447,0.14295143773779273,0.29722753097303206,0.46450946712866525,0.19112655448473312,16.405844849999994,1.7016819199780002,0.040126299019902945,,,python
xlron_jpn48,23007,ksp_ff_k5,5,1163,0.1163,0.016229720087721944,0.0126339728012681,0.03060452290810635,0.05851123947650195,0.03114408067300577,1.4652501199161634,0.040720277931541204,0.03281455207616091,python_bitparallel_early_exit,,
xlron_jpn48,23007,ksp_ff_k50,50,857,0.0857,0.02373548579105938,0.013104989193379879,0.08193497196771204,0.1200895919464529,0.03929249136920341,15.182297464925796,0.33139348099939525,0.03814943798352033,python_bitparallel_early_exit,,
xlron_jpn48,23007,ksp_bf_k50,50,835,0.0835,0.051915543704209005,0.007443944923579693,0.3786069573834534,0.5063523503486067,0.0683407395633615,15.48880947206635,1.2320233508944511e-06,0.03144877403974533,,,
xlron_jpn48,23007,full_direct,50,739,0.0739,0.4838724243772132,0.44809048995375633,0.9395539935212581,1.287856888957322,0.5104722528803077,15.18185543094296,4.3770142460707575,0.05185576400253922,,python,python
xlron_jpn48,23007,opp_only,50,768,0.0768,0.13452825115316294,0.11692696716636419,0.23010749137029052,0.3507333796005698,0.15460631558248264,15.428429218009114,1.4940779589815065,0.034062467981129885,,,python
xlron_jpn48,23008,ksp_ff_k5,5,1171,0.1171,0.016594231276857583,0.012674019671976566,0.03180200583301483,0.058823199942708036,0.0319671279179271,1.4201744130114093,0.03860981308389455,0.033937989035621285,python_bitparallel_early_exit,,
xlron_jpn48,23008,ksp_ff_k50,50,863,0.0863,0.023593203789046543,0.012983917258679867,0.08164747268892823,0.12001011520624165,0.03874153526372869,15.748439472052269,0.333577326964587,0.031659672036767006,python_bitparallel_early_exit,,
xlron_jpn48,23008,ksp_bf_k50,50,868,0.0868,0.060842484616759146,0.008817005436867476,0.40265997522510566,0.6202720606233928,0.08039294800255448,16.26128947699908,1.7130514606833458e-06,0.030566679080948234,,,
xlron_jpn48,23008,full_direct,50,704,0.0704,0.5287582773863423,0.47684001037850976,1.0579840571153907,1.6064547840505843,0.5576600953195752,17.03323024895508,4.965068590012379,0.033930119941942394,,python,python
xlron_jpn48,23008,opp_only,50,774,0.0774,0.16531775578517804,0.14001602539792657,0.31438305741175987,0.5531425331719226,0.1907945795365694,19.241355045931414,1.7430276640225202,0.034908080007880926,,,python
xlron_jpn48,23009,ksp_ff_k5,5,1101,0.1101,0.02048598279626193,0.01620105467736721,0.047021982027217704,0.09202661341987557,0.03940871583340182,1.875449305982329,0.04060435597784817,0.040077646961435676,python_bitparallel_early_exit,,
xlron_jpn48,23009,ksp_ff_k50,50,808,0.0808,0.02339582491285083,0.012935022823512554,0.08116455865092574,0.12096275808289653,0.03891805781644176,17.037586252903566,0.3449571569217369,0.04319853405468166,python_bitparallel_early_exit,,
xlron_jpn48,23009,ksp_bf_k50,50,793,0.0793,0.048418729872950775,0.007313501555472612,0.36071407375857223,0.4780148575082423,0.06440881196282465,15.334935590042733,1.7530983313918114e-06,0.030652874032966793,,,
xlron_jpn48,23009,full_direct,50,653,0.0653,0.47764006385114044,0.44172845082357526,0.8834260050207374,1.2496176920831208,0.5036360314115882,15.494262565043755,4.499019703012891,0.032471779035404325,,python,python
xlron_jpn48,23009,opp_only,50,671,0.0671,0.13934506920420311,0.117688556201756,0.2526375872548667,0.4270406789146366,0.16034308498174968,15.773448149906471,1.5172509250696748,0.0344215240329504,,,python
xlron_jpn48,23010,ksp_ff_k5,5,1041,0.1041,0.01801287727853791,0.013360520824790001,0.041352928383275804,0.07658373797312387,0.03465535182675177,1.376546451007016,0.06501144007779658,0.03389695496298373,python_bitparallel_early_exit,,
xlron_jpn48,23010,ksp_ff_k50,50,726,0.0726,0.022944972882131962,0.01295492984354496,0.08046351140365003,0.11283494764938953,0.03866088935385712,15.45867630909197,0.35735332197509706,0.03171635698527098,python_bitparallel_early_exit,,
xlron_jpn48,23010,ksp_bf_k50,50,716,0.0716,0.05306023066143759,0.008491042535752058,0.3821108839474618,0.6077330489642925,0.07206844036806036,17.201851958059706,1.79302878677845e-06,0.03180264600086957,,,
xlron_jpn48,23010,full_direct,50,621,0.0621,0.5422424095132473,0.4922994412481785,1.074195164255797,1.7036099650431424,0.571543886358003,16.063079392071813,4.791994094033726,0.032228281954303384,,python,python
xlron_jpn48,23010,opp_only,50,634,0.0634,0.1601903198435056,0.13396446593105793,0.2926262211985885,0.496658643241972,0.18456897651776671,17.775402414961718,1.979093617061153,0.03741466498468071,,,python
